pop_idx,regime,rho,beta,N,T,sigma,jaccard,beta,alpha,epsilon,nr_pop,nr_ind
,partial,0.5,0.0,200.0,20.0,1.0,0.004757575757575724,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004555555555555531,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004878787878787836,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00509090909090905,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00498989898989895,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005303030303030244,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004787878787878751,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0046666666666666315,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004474747474747457,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005161616161616129,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0048383838383838085,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004878787878787848,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005030303030302983,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0050202020202019795,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004898989898989861,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0046666666666666376,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005020202020201978,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005222222222222173,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004949494949494913,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005030303030302983,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005080808080808037,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005050505050505013,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00465656565656563,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005212121212121171,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004787878787878751,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00493939393939391,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005505050505050452,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005141414141414094,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005232323232323187,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005333333333333284,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0048484848484848155,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0052020202020201505,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004666666666666639,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004454545454545437,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004676767676767648,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004838383838383805,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005434343434343379,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005101010101010051,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004929292929292889,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004575757575757551,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0047474747474747165,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004808080808080775,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004888888888888854,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005434343434343378,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005393939393939337,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004505050505050481,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005181818181818138,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005080808080808044,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0052828282828282355,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0053232323232322715,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005111111111111065,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005262626262626208,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005353535353535297,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005040404040404004,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005181818181818139,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00489898989898987,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0049090909090908795,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005080808080808042,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0047979797979797725,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004767676767676735,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0053030303030302635,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00476767676767674,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005020202020201982,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005040404040404002,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00539393939393933,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005373737373737325,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005030303030302995,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0051313131313130865,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0047676767676767305,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005303030303030257,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0054646464646464065,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0052121212121211645,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004717171717171686,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0049393939393939,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005212121212121164,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005070707070707026,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005030303030302994,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004959595959595923,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005373737373737311,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004767676767676737,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004727272727272696,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00529292929292924,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004414141414141392,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005414141414141366,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004797979797979764,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005030303030302986,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.00501010101010097,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004979797979797942,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005161616161616115,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004414141414141394,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004808080808080781,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004787878787878759,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005303030303030257,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004707070707070679,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.005373737373737325,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004737373737373696,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.004979797979797934,0.0,5.0,100,,
,partial,0.5,0.0,200.0,20.0,1.0,0.0049696969696969295,0.0,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02295959595959681,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02565656565656678,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.022525252525253357,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026757575757577114,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03861616161616476,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02861616161616338,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026969696969698493,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.028010101010102557,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.019696969696970205,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021292929292929974,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02065656565656629,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02593939393939518,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.020919191919192573,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02012121212121274,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02468686868686977,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.023535353535354523,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.04682828282828724,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.032313131313133514,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.0331818181818204,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.030353535353537225,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.019373737373737925,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.034131313131315774,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.028343434343435954,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.018626262626263063,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02089898989899054,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.023949494949496053,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024242424242425186,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02552525252525361,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02143434343434416,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.028727272727274378,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026181818181819444,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02962626262626443,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02507070707070823,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.022353535353536205,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.027828282828284374,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02628282828282953,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02824242424242587,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024707070707071795,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02836363636363798,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026212121212122453,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.022868686868687694,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.036373737373740035,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.027636363636365045,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.035515151515154136,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.020262626262626843,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03641414141414415,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026989898989900344,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.033090909090911454,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.029131313131314816,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03431313131313382,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026838383838385084,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02462626262626373,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.020272727272727893,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.030909090909092926,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026383838383839658,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024040404040405024,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03677777777778057,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02610101010101139,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03180808080808283,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024060606060607094,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.019535353535354072,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.025959595959597223,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02205050505050585,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02217171717171803,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021707070707071476,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021333333333334085,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021080808080808783,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021080808080808793,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.019262626262626707,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.029868686868688658,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03253535353535588,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02260606060606159,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024181818181819196,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024555555555556594,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.024404040404041635,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03084848484848678,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.025474747474748698,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02619191919192051,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.03571717171717448,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.025202020202021367,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.029333333333335047,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026050505050506243,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02632323232323357,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021474747474748153,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.021555555555556275,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.027333333333334816,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.023474747474748463,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.025818181818182996,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.026646464646465952,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.023252525252526197,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.033373737373739526,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02495959595959706,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.020050505050505606,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02429292929293027,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.020858585858586572,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.01893939393939437,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.022151515151515967,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.025313131313132474,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.02427272727272829,0.8,5.0,100,,
,partial,0.0,0.8,200.0,20.0,0.25,0.043343434343438195,0.8,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004848484848484797,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919126,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005080808080808018,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919125,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005222222222222157,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00499999999999994,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005292929292929223,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0052626262626261945,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595906,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004939393939393881,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004888888888888837,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005393939393939318,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595903,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046767676767676325,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050101010101009525,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004868686868686819,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046161616161615755,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909027,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004979797979797936,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004989898989898934,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00501010101010095,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004636363636363598,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005232323232323162,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00511111111111105,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004898989898989848,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005151515151515087,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005121212121212059,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595907,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00529292929292922,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616097,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0053030303030302305,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0051818181818181165,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919124,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005292929292929213,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005171717171717104,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004666666666666627,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0044444444444444115,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0049595959595959,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005191919191919121,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005343434343434264,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00524242424242417,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0053838383838383085,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004656565656565618,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005171717171717098,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005141414141414074,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004969696969696916,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005040404040403979,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004909090909090859,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005333333333333253,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005060606060606001,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00499999999999994,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004777777777777727,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004999999999999942,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004737373737373694,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00528282828282821,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616094,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005080808080808019,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0046161616161615755,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004989898989898934,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004898989898989845,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0052323232323231595,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004858585858585805,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004848484848484796,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050202020202019595,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005353535353535285,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005414141414141345,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616098,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005141414141414079,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004909090909090857,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005050505050504986,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050303030303029735,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004848484848484799,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909028,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004858585858585805,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004979797979797923,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004717171717171675,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005060606060606005,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005090909090909031,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004949494949494895,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004878787878787829,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005444444444444364,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005111111111111048,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005161616161616091,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004696969696969653,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004373737373737349,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0048080808080807605,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004838383838383788,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.00478787878787874,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0047171717171716745,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004676767676767635,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0049696969696969165,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005313131313131233,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005010101010100953,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0048989898989898455,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004868686868686822,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005111111111111045,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004959595959595903,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.0050505050505049885,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.004888888888888834,0.0,5.0,100,,
,partial,0.0,0.0,200.0,20.0,1.0,0.005020202020201958,0.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2373232323232341,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.33788888888889007,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.28671717171717115,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.24938383838383577,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1722727272727276,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2407272727272748,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14518181818181652,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.14864646464646378,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.2141414141414152,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.1378989898989862,5.0,5.0,100,,
,partial,0.9,5.0,200.0,20.0,1.0,0.18901010101010135,5.0,5.0,100,,
