pop_idx,regime,rho,beta,N,T,sigma,jaccard,beta,alpha,epsilon,nr_pop,nr_ind
,partial,0.5,0.8,200.0,20.0,4.0,0.09965656565656289,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07853535353535285,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10907070707070456,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07738383838383744,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.05424242424242726,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09963636363636087,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06964646464646432,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.054212121212124084,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09254545454545403,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07564646464646373,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11472727272726907,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08078787878787771,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07526262626262543,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10183838383838106,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07256565656565615,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11196969696969353,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11641414141413998,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.12409090909090575,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09164646464646274,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09456565656565487,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09511111111110915,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.0818686868686853,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.1113535353535344,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10871717171716962,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08010101010100887,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.05685858585858819,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.14943434343434336,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10022222222221992,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09644444444444239,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08688888888888684,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.0982020202020181,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10959595959595654,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07042424242424192,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.1041414141414115,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11117171717171569,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10902020202020024,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06227272727272834,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08543434343434213,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07513131313131173,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.1380505050505036,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07160606060606062,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.04185858585858906,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.1092424242424228,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10883838383838138,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06945454545454512,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.05473737373737681,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06915151515151585,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06435353535353623,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.04200000000000314,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06090909090909214,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.0787373737373728,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09927272727272461,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.068121212121212,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06673737373737364,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.1068282828282793,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06587878787878844,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10963636363636077,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06696969696969679,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07626262626262548,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.13429292929292652,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07831313131313009,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.12120202020201842,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11959595959595638,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08161616161616106,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06536363636363705,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08611111111110953,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.08681818181817963,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.12584848484848243,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.12280808080807777,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07710101010100942,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11115151515151367,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10820202020201854,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.10018181818181666,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09501010101009916,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.05640404040404302,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.0752727272727261,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.06274747474747594,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.11332323232322868,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.09083838383838241,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07475757575757483,0.8,0.0,100,,
,partial,0.5,0.8,200.0,20.0,4.0,0.07560606060605954,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.046555555555559104,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04037373737374011,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.05284848484848852,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.040414141414144414,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.026747474747475908,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.041707070707073815,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03006060606060786,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.023626262626263515,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03146464646464833,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.027373737373738837,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.029242424242425787,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02966666666666831,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03134343434343618,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.024777777777778846,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.032444444444446364,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.021010101010101624,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03463636363636603,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03453535353535582,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04320202020202361,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03898989898990186,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.054000000000003275,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.024434343434344412,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03672727272727527,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02646464646464777,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04312121212121553,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.030717171717173593,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02180808080808145,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.031636363636365544,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.040868686868689746,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.052929292929296407,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03864646464646733,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.029616161616163327,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.038353535353537915,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03370707070707286,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04530303030303358,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03163636363636559,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.05171717171717666,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.05860606060606211,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04505050505050853,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03498989898990158,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03735353535353819,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.029737373737375377,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02323232323232417,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.020323232323232885,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.032838383838385866,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.024949494949496012,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.048828282828286676,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04457575757576093,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.028474747474748926,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04158585858586167,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.035222222222224694,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03850505050505321,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.042979797979801115,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.041555555555558725,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.035232323232325786,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.027242424242425498,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04148484848485169,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.024626262626263547,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03573737373737613,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03655555555555805,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02329292929293018,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03937373737374006,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.034707070707073136,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.031424242424244256,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.018101010101010423,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.0326363636363656,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04008080808081092,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02989898989899158,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.021171717171717824,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03314141414141615,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.016555555555555636,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.019222222222222682,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04166666666666988,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04802020202020539,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03357575757575987,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.031090909090910977,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.023222222222223057,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.0359191919191945,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.045565656565659786,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04365656565656883,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04042424242424528,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04264646464646778,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.030505050505052148,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.025404040404041324,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.030323232323233914,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03159595959596139,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04353535353535701,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.028000000000001347,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.02455555555555644,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.05672727272727504,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.01734343434343452,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.05372727272727538,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03325252525252721,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.022606060606061375,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03752525252525518,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.034616161616163814,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.03176767676767863,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.022696969696970496,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04261616161616475,0.8,0.0,100,,
,partial,0.9,0.8,200.0,20.0,1.0,0.04217171717172041,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08532323232323057,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1219494949494926,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09584848484848252,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1337979797979787,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.19136363636363837,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1362929292929277,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11296969696969363,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1214040404040387,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09316161616161425,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08344444444444259,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08663636363636203,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11245454545454274,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12450505050504873,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08638383838383713,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12266666666666387,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10660606060605807,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1730202020202068,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1422121212121193,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.15286868686868585,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11332323232322863,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09581818181818086,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.16573737373737746,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12855555555555379,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.06411111111111169,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07171717171717128,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1302323232323218,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10519191919191677,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11579797979797793,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10798989898989682,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13113131313131096,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12764646464646284,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14426262626262706,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09681818181817958,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11172727272727012,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13685858585858637,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14156565656565612,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1348787878787858,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09282828282828072,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13455555555555393,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11831313131312925,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10395959595959357,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.17176767676768084,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11546464646464405,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.15699999999999928,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10332323232323029,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1810707070707148,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10762626262626035,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14604040404040436,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14149494949494892,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14398989898989892,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13725252525252413,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11860606060605838,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08216161616161435,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13894949494949344,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11242424242423987,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13305050505050303,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.16935353535353956,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1249797979797957,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14549494949494834,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08503030303030135,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07813131313131162,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11888888888888682,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07897979797979675,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10840404040403892,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08720202020201898,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12317171717171435,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08047474747474595,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10143434343434184,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09891919191919026,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1277171717171697,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.15324242424242643,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08165656565656422,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12535353535353297,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1181717171717139,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11277777777777537,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1670404040404083,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11272727272727036,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10984848484848177,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.15998989898989832,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12920202020201954,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13542424242424134,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1348383838383825,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.14773737373737422,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09420202020201891,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07213131313131287,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13107070707070614,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1179090909090885,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.11410101010100837,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12354545454545196,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07868686868686736,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13809090909090802,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.13410101010100922,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09291919191918943,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10123232323232205,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.08163636363636222,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.07072727272727253,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.12122222222222005,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.10202020202019972,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.09809090909090741,0.8,0.0,100,,
,partial,0.0,0.8,200.0,20.0,4.0,0.1728585858585938,0.8,0.0,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004848484848484797,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005191919191919126,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005080808080808018,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005191919191919125,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005222222222222157,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.00499999999999994,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005292929292929223,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.0052626262626261945,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004959595959595906,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004939393939393881,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004888888888888837,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005393939393939318,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004959595959595903,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.0046767676767676325,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.0050101010101009525,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004868686868686819,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.0046161616161615755,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005090909090909027,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004979797979797936,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004989898989898934,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.00501010101010095,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004636363636363598,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005232323232323162,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.00511111111111105,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004898989898989848,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005151515151515087,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.005121212121212059,0.0,0.6,100,,
,partial,0.0,0.0,200.0,20.0,4.0,0.004959595959595907,0.0,0.6,100,,
